section,metric,value
turnover,trades_per_month,7.92416347646146
turnover,avg_holding_days,57.14134078212291
turnover,stop_then_reentry_count,1.0
capture,avg_exposure,0.9131234214675227
capture,max_exposure,0.9898125580716116
capture,avg_cash_pct,0.08687657850531115
capture,corr_spy,0.713873519223918
capture,corr_qqq,0.7322369015101667
capture,beta_spy,1.0339912977057881
capture,beta_qqq,0.7646121861903535
capture,up_capture_qqq,0.9381799971011379
capture,down_capture_qqq,0.8480201906207777
